Judul,Isi Berita,Tanggal Berita,Kategori
Hikmahbudhi Nilai Transisi Kepemimpinan Nasional Jokowi ke Prabowo Mulus,"JAKARTA - Himpunan Mahasiswa Buddhis Indonesia (Hikmahbudhi) menilai transisi kepemimpinan nasional dari Joko Widodo (Jokowi) kepada Presiden  Prabowo Subianto  berjalan mulus dan harmonis. Ketua Umum Hikmahbudhi Candra Aditya berpendapat, proses yang berjalan mulus ini didorong dengan semangat persatuan dan kesatuan bangsa. Nilai-nilai agung ini yang ditampilkan untuk pemuda sebagai generasi penerus bangsa yang pada hakikatnya pemilik masa depan. Candra mengatakan, kepemimpinan Jokowi selama 10 tahun sebagai Presiden Indonesia banyak menelurkan kebijakan hingga program untuk bangsa dan negara, dalam pengimplementasiannya tentu ada yang sudah tuntas dan berjangka panjang dalam pengerjaannya. Dalam hal ini transisi pemerintahan yang baik serta berkomitmen diperlukan untuk menunjang penyelesaian kebijakan ataupun program yang baik untuk Rakyat. ""Transisi pemerintahan saat ini yang sudah dilakukan bapak Jokowi dan Bapak Prabowo sudah sangat tepat dan saling mempunyai komitmen sehingga bagus untuk bangsa Indonesia ke depan, kebijakan dan program yang baik serta belum selesai bisa dilanjutkan dan dituntaskan,"" kata Candra dalam keterangan tertulis, Senin (28/10/2024).
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Transformasi Hikmahbudhi dalam Perlindungan Data dan Digitalisasi
                        
                    
                 Dia menuturkan, Indonesia saat ini yang didominasi oleh generasi Z dan milenial mempunyai Wakil Presiden yang masih muda yaitu, Gibran Rakabuming Raka yang berusia 37 tahun. Menurutnya, sosok Gibran adalah bentuk representatif dari kelompok anak-anak muda dengan ini diharapkan mampu mendorong generasi muda untuk maju dan menatap masa depan yang cemerlang sehingga generasi emas yang pada puncaknya 2045 dapat terwujud.""Anak-anak muda bangsa Indonesia mempunyai harapan besar karena tonggak perubahan ditangan pemuda dan anak muda juga sebagai penerus generasi bangsa ini mengingat tujuan besar negara ini adalah mencapai generasi Emas 2045,"" tuturnya.Dirinya berharap pemerintahan Prabowo-Gibran dengan Kabinet Merah Putih membawa banyak perubahan dan manfaat kepada Rakyat Indonesia sehingga negara ini bebas dari penderitaan, kemiskinan serta menjadi negara maju.
            
                Lihat Juga: Mensesneg Pastikan Anggota Kabinet Merah Putih Pakai Mobil Dinas Maung, Bukan Sewa
            (rca)","Senin, 28 Oktober 2024 - 18:50 WIB",nasional
Jenderal Tertinggi Zionis Sesumbar Israel Hanya Gunakan Secuil Kemampuan saat Serang Iran,"TEL AVIV - Panglima Militer  Israel  Letnan Jenderal Herzi Halevi sesumbar bahwa pasukannya hanya menggunakan sedikit kemampuannya dalam serangan terhadap  Iran  pada Sabtu pekan lalu.Klaim jenderal tertinggi Zionis itu disampaikan di markas militer Kirya dalam pertemuan anggota Forum Staf Umum Pasukan Pertahanan Israel (IDF).""Pesan kami sangat, sangat jelas, dan berhubungan dengan peristiwa yang telah terjadi di seluruh Timur Tengah dalam beberapa bulan terakhir—'ancaman apa pun, di mana pun, kapan pun, kami akan tahu cara mengatasinya, kami akan tahu cara menyerang',"" kata Kepala Staf IDF tersebut.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            CNN Sebut Jet Tempur Israel Terobos Langit Iran, Beda dengan Klaim Teheran
                        
                    
                 ""Pesan ini sekarang diperkuat secara signifikan. Kami hanya menggunakan sebagian dari kemampuan kami; kami dapat melakukan lebih banyak lagi,"" lanjut Halevi.""Kami menyerang sistem strategis di Iran, yang sangat penting, dan sekarang kami akan melihat bagaimana keadaan berkembang. Kami siap untuk semua skenario di setiap arena,"" imbuh dia, seperti dikutip dari laman IDF, Senin (28/10/2024).Perdana Menteri Israel Benjamin Netanyahu juga mengeklaim serangan udara terhadap Iran presisi dan kuat. Menurutnya, semua tujuan serangan tercapai dengan melumpuhkan kemampuan produksi rudal Teheran. ""Kami berjanji akan menanggapi serangan Iran dan pada hari Sabtu kami menyerang. Serangan di Iran presisi dan kuat, mencapai semua tujuannya,"" kata Netanyahu dalam pidatonya pada hari Minggu.Serangan Israel merupakan balasan atas serangan Iran pada 1 Oktober, di mana Teheran menembakkan hampir 200 rudal ke negara Yahudi tersebut, yang diklaim rezim Zionis sebagian besar misil dicegat oleh sistem pertahanan udara. ""Iran menyerang Israel dengan ratusan rudal balistik dan serangan ini gagal,"" kata Netanyahu. ""Kami menepati janji kami. Angkatan Udara menyerang Iran dan menghantam kemampuan pertahanan dan produksi rudal Iran,"" lanjut dia. 
            
                Lihat Juga: Apakah Israel ingin Menginvasi Iran? Bisa Jadi, Tapi Sangat Berisiko","Senin, 28 Oktober 2024 - 10:56 WIB",internasional
Rusia Tuding NATO Latih Tentara Ukraina untuk Menyerang Fasilitas Nuklir Rusia,"MOSKOW - Dinas intelijen Barat telah melatih penyabotase Ukraina untuk melakukan provokasi di pembangkit listrik tenaga nuklir Rusia. Tudingan itu diungkapkan perwakilan tetap Moskow untuk PBB, Vassily Nebenzia. Upaya Ukraina untuk menargetkan fasilitas nuklir di dalam Rusia adalah ""sangat sembrono"" dan dapat berakhir dengan menjerumuskan benua Eropa ""ke dalam mimpi buruk radiasi,"" Nebenzia memperingatkan selama pertemuan tidak resmi Dewan Keamanan PBB. Pihak berwenang di Moskow ""memiliki informasi yang dapat dipercaya bahwa badan intelijen Barat, terutama MI6 Inggris, telah secara sistematis mempersiapkan kelompok sabotase dan pengintaian Ukraina untuk mengatur provokasi di pembangkit listrik tenaga nuklir di Rusia."" Di antaranya, Kiev dan pendukung asingnya tengah mengerjakan operasi untuk meledakkan kabel listrik yang menghubungkan pembangkit nuklir dengan jaringan energi nasional Rusia, tegas utusan tersebut.Ia mengingat bagaimana selama konflik, ""perwakilan negara-negara tertentu"" menuduh Moskow, ""bertentangan dengan akal sehat, telah mengacaukan situasi keamanan di sekitar Pembangkit Listrik Tenaga Nuklir Zaporozhye (ZNPP), yang berada di bawah kendali kami."" Fasilitas tersebut diamankan oleh pasukan Rusia pada Maret 2022.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Dunia Sudah Lelah dengan Hegemoni Barat yang dipimpin AS
                        
                    
                 Menurut Nebenzia, mereka yang membuat klaim tersebut ""berusaha sebaik mungkin untuk mengabaikan fakta yang jelas bahwa serangan rutin dan gegabah terhadap ZNPP adalah strategi teroris yang disengaja dari Ukraina.""Moskow dan Kiev telah berulang kali saling menuduh menembaki pembangkit listrik tenaga nuklir terbesar di Eropa, dan Kementerian Pertahanan Rusia telah mengatakan bahwa beberapa upaya oleh unit penyerang Ukraina untuk merebutnya kembali telah digagalkan. Badan Tenaga Atom Internasional (IAEA) telah mengonfirmasi serangan terhadap ZNPP, tetapi menolak menyebutkan nama pihak yang bertanggung jawab.""Namun, berbagai peristiwa terkini melemahkan argumen semua pihak yang mencoba melindungi Angkatan Bersenjata Ukraina dalam kasus PLTN ZNPP,"" kata utusan tersebut, merujuk pada serbuan Kiev ke Wilayah Kursk Rusia, yang dimulai pada awal Agustus, dilansir RT. ""Ada bukti yang tak terbantahkan bahwa Kiev juga berencana untuk menyerang PLTN di Kursk,"" dengan Ukraina berencana untuk merebut dan menambang fasilitas tersebut, tegasnya.Beruntunglah militer Rusia mencegah pasukan Ukraina mencapai PLTN, sehingga mencegah ""bencana buatan manusia dan bencana buatan manusia berskala besar di Eropa,"" kata Nebenzia.Utusan Rusia sekali lagi meminta badan-badan internasional, termasuk PBB dan IAEA, untuk mengutuk ""tindakan provokatif"" oleh Ukraina dan mencegah upaya lebih lanjut untuk merusak keamanan lokasi nuklir di Zaporozhye dan Kursk.
            
                Lihat Juga: Pasukan Korea Utara Dapat Tugas Usir Pasukan Ukraina dari Kursk di Rusia
            (ahm)","Sabtu, 26 Oktober 2024 - 20:40 WIB",internasional
Citra Satelit Tunjukkan Fasilitas Senjata Nuklir Iran Jadi Target Serangan Israel,"TEHERAN - Seorang peneliti Amerika David Albright mengatakan serangan udara Israel menghantam sebuah gedung yang merupakan bagian dari program pengembangan senjata nuklir Iran yang sudah tidak beroperasi lagi.David Albright dan peneliti lain mengatakan fasilitas yang digunakan untuk mencampur bahan bakar padat untuk rudal juga terkena serangan.Penilaian berdasarkan citra satelit komersial dicapai secara terpisah oleh David Albright, mantan inspektur senjata PBB, dan Decker Eveleth, seorang analis riset asosiasi di CNA, sebuah lembaga pemikir Washington.Mereka mengatakan kepada Reuters bahwa Israel menyerang gedung-gedung di Parchin, kompleks militer besar di dekat Teheran. Israel juga menyerang Khojir, menurut Eveleth, lokasi produksi rudal yang luas di dekat Teheran.Reuters melaporkan pada bulan Juli bahwa Khojir tengah mengalami perluasan besar-besaran.Eveleth mengatakan serangan Israel mungkin telah ""secara signifikan menghambat kemampuan Iran untuk memproduksi rudal secara massal.""Militer Israel mengatakan tiga gelombang jet Israel menyerang pabrik rudal dan lokasi lain di dekat Teheran dan di Iran barat pada Sabtu pagi sebagai balasan atas serangan Teheran pada 1 Oktober yang menembakkan lebih dari 200 rudal terhadap Israel.Militer Iran mengatakan pesawat tempur Israel menggunakan ""hulu ledak yang sangat ringan"" untuk menyerang sistem radar perbatasan di provinsi Ilam, Khuzestan, dan di sekitar Teheran.Dalam posting di X, Albright mengatakan citra satelit komersial menunjukkan bahwa Israel menghantam sebuah gedung di Parchin yang disebut Taleghan 2 yang digunakan untuk kegiatan pengujian selama Rencana Amad, program pengembangan senjata nuklir Iran yang sudah tidak berlaku lagi.Pengawas nuklir PBB, Badan Energi Atom Internasional, dan intelijen AS mengatakan Iran menutup program tersebut pada tahun 2003. Iran membantah telah mengembangkan senjata nuklir.
            
                Lihat Juga: Iran Eksekusi Warga AS yang Dituduh Jadi Mata-mata Israel","Minggu, 27 Oktober 2024 - 16:45 WIB",internasional
Apa yang Jadi Target Serangan Israel di Iran?,"TEHERAN - Militer Israel mengatakan telah melakukan ""serangan terhadap target militer di Iran"", khususnya yang menargetkan apa yang disebutnya sebagai lokasi pembuatan rudal yang bertanggung jawab untuk memproduksi rudal yang digunakan Teheran terhadap Israel.Israel juga mengatakan telah menyerang lokasi rudal permukaan-ke-udara dan ""kemampuan udara Iran tambahan"".Melansir Al Jazeera, markas besar pertahanan udara Iran, dalam sebuah pernyataan, mengonfirmasi bahwa pangkalan di provinsi Ilam, Khuzestan, dan Teheran menjadi sasaran tetapi serangan tersebut ""berhasil ditanggulangi"". Tidak ada indikasi langsung bahwa lokasi minyak atau rudal terkena serangan.Ledakan terdengar di Teheran meskipun Iran bersikeras bahwa ledakan tersebut hanya menyebabkan ""kerusakan terbatas"". Militer Iran mengatakan dua tentaranya tewas dalam serangan tersebut.Kemudian, mengapa Israel menyerang Iran? Pernyataan militer Israel menegaskan bahwa Teheran dan proksinya di wilayah tersebut ""telah menyerang Israel tanpa henti sejak 7 Oktober – di tujuh front – termasuk serangan langsung dari wilayah Iran"".
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Serangan Israel ke Iran Dianggap Gagal, Berikut 4 Alasannya
                        
                    
                 ""Seperti setiap negara berdaulat lainnya di dunia, Negara Israel memiliki hak dan kewajiban untuk menanggapi,"" kata juru bicara militer Israel.Serangan Israel diantisipasi menyusul rentetan rudal dari Iran pada awal Oktober, di mana sekitar 200 rudal diluncurkan ke Israel, yang mengakibatkan satu kematian di Tepi Barat yang diduduki.Iran mengklaim serangan ini merupakan pembalasan atas serangan baru-baru ini yang menewaskan para pemimpin Hizbullah, Hamas, dan anggota militer Iran.
            
                Lihat Juga: Apakah Israel ingin Menginvasi Iran? Bisa Jadi, Tapi Sangat Berisiko
            (ahm)","Sabtu, 26 Oktober 2024 - 21:02 WIB",internasional
"5 Negara yang Mengecam Serangan Israel ke Iran, Salah Satunya Tetangga Indonesia","TEHERAN - Agresi rezim Israel terhadap sejumlah posisi militer di Iran pada Sabtu dini hari telah menuai kecaman dari negara-negara regional.Serangan sebelum fajar itu menargetkan ibu kota Teheran serta provinsi barat dan barat daya Ilam dan Khuzestan, dengan pertahanan udara Iran mengatakan serangan itu ""berhasil dicegat dan dilawan.""5 Negara yang Mengecam Serangan Israel ke Iran, Salah Satunya Tetangga Indonesia1. Arab SaudiMelansir Press TV, dalam sebuah pernyataan pada Sabtu, Kementerian Luar Negeri Arab Saudi mengutuk agresi Israel sebagai ""pelanggaran kedaulatannya"" dan hukum internasional, mendesak semua pihak untuk menahan diri secara maksimal.Riyadh meminta masyarakat internasional untuk mengambil tindakan guna meredakan dan mengakhiri konflik di kawasan tersebut.“Kerajaan Arab Saudi menyatakan kecaman dan kecamannya” atas serangan Israel dan menegaskan “posisi tegasnya yang menolak eskalasi konflik di kawasan tersebut”, yang “mengancam keamanan dan stabilitas negara-negara dan masyarakat di Timur Tengah”, kata kementerian tersebut pada X.Angkatan pertahanan udara Iran telah mengonfirmasi serangan Israel yang menargetkan posisi di provinsi Teheran, Khuzestan, dan Ilam, dengan mengatakan agresi tersebut berhasil digagalkan.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Kehidupan Rakyat Iran Tetap Normal Meski Diserang Israel, Mengapa?
                        
                    
                 2. MalaysiaKementerian Luar Negeri Malaysia mengatakan agresi tersebut merupakan pelanggaran terang-terangan terhadap hukum internasional dan secara serius merusak stabilitas regional.“Malaysia menyerukan penghentian segera permusuhan dan diakhirinya siklus kekerasan,” tulis kementerian tersebut.Dikatakan bahwa tindakan Israel yang terus-menerus tanpa hukuman telah sangat memengaruhi dan akan terus memengaruhi keamanan dan stabilitas masa depan Asia Barat, sehingga membawa kawasan itu semakin dekat ke jurang konflik yang lebih luas.3. OmanKementerian Luar Negeri Oman menggambarkan agresi tersebut sebagai pelanggaran terang-terangan terhadap kedaulatan Iran dan pelanggaran hukum internasional yang jelas.Kementerian tersebut menekankan dalam sebuah pernyataan bahwa tindakan tersebut akan memperburuk ketegangan regional dan merusak upaya untuk perdamaian dan stabilitas karena mengutuk praktik Israel yang sedang berlangsung dan memperingatkan bahwa hal itu mengancam akan meningkatkan konflik di kawasan tersebut.Pernyataan Oman menyerukan kepada masyarakat internasional untuk mengambil tindakan tegas untuk menghentikan agresi dan mengatasi akar penyebab krisis regional, termasuk pendudukan ilegal Israel atas tanah Palestina dan Arab.4. PakistanPakistan juga mengutuk keras agresi tersebut, dengan mengatakan bahwa hal itu bertentangan dengan kedaulatan dan integritas teritorial Iran serta merupakan pelanggaran berat Piagam PBB dan hukum internasional.
            
                Lihat Juga: Netanyahu Klaim Serangan Israel Melumpuhkan Produksi Rudal Iran","Sabtu, 26 Oktober 2024 - 21:15 WIB",internasional
"Keterlaluan! Israel Hendak Larang UNRWA Beroperasi, Rakyat Palestina Bisa Kelaparan","TEL AVIV - Parlemen  Israel  telah meloloskan rancangan undang-undang (RUU) yang melarang badan PBB untuk pengungsi Palestina (UNRWA) bekerja di Israel dan Yerusalem Timur yang diduduki.Langkah keterlaluan para politisi rezim Zionis itu memicu kecaman banyak pihak, termasuk negara-negara Eropa. Pelarangan operasional UNRWA bisa menyebabkan rakyat Palestina yang hiduap dalam pengungsian menderita kelaparan.Anggota Parlemen meloloskan RUU tersebut—dengan 92 suara mendukung dan 10 suara menentang—setelah bertahun-tahun kritik keras Israel terhadap UNRWA.Kritik tersebut semakin meningkat sejak dimulainya perang brutal Israel di Gaza menyusul serangan mematikan Hamas pada 7 Oktober 2023.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Daftar Negara Anggota UNRWA, Lengkap dengan Sejarah Berdirinya
                        
                    
                 Larangan terhadap badan PBB—yang telah memberikan bantuan penting dan pendampingan di seluruh wilayah Palestina dan pengungsi Palestina di tempat lain selama lebih dari tujuh dekade—akan menjadi pukulan bagi pekerjaan kemanusiaan di Gaza jika diterapkan, menurut para pakar.""Sangat keterlaluan bahwa negara anggota PBB berupaya membubarkan badan PBB yang juga merupakan penanggap terbesar dalam operasi kemanusiaan di Gaza,"" kata juru bicara UNRWA Juliette Touma kepada AFP, Selasa (29/10/2024).Hamas mengecam RUU Israel yang melarang UNRWA bekerja di Israel dan Yerusalem Timur yang diduduki sebagai ""agresi Zionis"" terhadap warga Palestina.""Kami menganggap ini bagian dari perang dan agresi Zionis terhadap rakyat kami,"" kata kelompok perlawanan Palestina itu dalam sebuah pernyataan. Sekutu Hamas, Jihad Islam Palestina, menggambarkan larangan itu sebagai ""eskalasi dalam genosida"" terhadap warga Palestina.Pemerintah Spanyol, Slovenia, Irlandia, dan Norwegia telah merilis pernyataan bersama yang mengecam larangan Israel atas UNRWA untuk beroperasi di wilayah Palestina yang diduduki.
            
                Lihat Juga: Apakah Israel ingin Menginvasi Iran? Bisa Jadi, Tapi Sangat Berisiko","Selasa, 29 Oktober 2024 - 09:05 WIB",internasional
"AS: Korea Utara Kerahkan 10.000 Tentara ke Rusia, Bertambah 3 Kali Lipat","WASHINGTON - Pemerintah Amerika Serikat (AS) mengatakan  Korea Utara  (Korut) telah mengerahkan sekitar 10.000 tentara ke  Rusia.  Jumlah pasukan itu bertambah lebih dari tiga kali lipat dari perkiraan sebelumnya.Menurut Departemen Pertahanan AS atau Pentagon, ribuan tentara Pyongyang itu berada di Rusia untuk berlatih—memicu kekhawatiran NATO bahwa mereka akan dikerahkan ke medan perang di  Ukraina  untuk membantu pasukan Moskow.Rusia dan Korea Utara telah meningkatkan aliansi politik dan militer mereka selama perang Ukraina berlangsung, tetapi pengerahan pasukan Pyongyang ke medan tempur melawan pasukan Kyiv akan menandai eskalasi yang signifikan.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            AS: 3.000 Tentara Korut Dikerahkan ke Rusia, Jadi Target Sah Jika Berperang di Ukraina
                        
                    
                 ""Kami yakin bahwa DPRK telah mengirim sekitar 10.000 tentara secara total untuk berlatih di Rusia timur yang mungkin akan menambah pasukan Rusia di dekat Ukraina selama beberapa minggu ke depan,"" kata Wakil Sekretaris Pers Pentagon Sabrina Singh kepada wartawan, menggunakan singkatan untuk nama resmi Korea Utara; Democratic People's Republic of Korea.""Sebagian dari tentara tersebut telah bergerak mendekati Ukraina, dan kami semakin khawatir bahwa Rusia bermaksud menggunakan tentara ini dalam pertempuran atau untuk mendukung operasi tempur melawan pasukan Ukraina di Oblast Kursk Rusia,"" lanjut Sabrina Singh.""Jumlah pasukan Korea Utara di Rusia dapat bertambah lebih jauh seiring meningkatnya keputusasaan [Presiden Rusia Vladimir] Putin,"" imbuh dia, seperti dikutip AFP, Selasa (29/10/2024).Juru bicara Dewan Keamanan Nasional AS John Kirby sebelumnya menyebutkan jumlah pasukan Korea Utara di Rusia lebih dari 3.000 pada 23 Oktober, memperingatkan bahwa mereka akan menjadi ""target militer yang sah"" jika mereka berperang melawan Ukraina.Sekretaris Jenderal NATO Mark Rutte pada hari Senin mengecam pengerahan pasukan Korea Utara untuk mendukung upaya perang Rusia di Ukraina sebagai perluasan konflik yang berbahaya yang menandakan ""semakin putus asanya"" Putin.Para pakar mengatakan bahwa sebagai imbalan atas pengerahan pasukan tersebut, Korea Utara kemungkinan bertujuan untuk memperoleh teknologi militer, mulai dari satelit pengintai hingga kapal selam, ditambah kemungkinan jaminan keamanan dari Moskow.Korea Utara dan Rusia berada di bawah sanksi PBB—Pyongyang atas program senjata nuklirnya, dan Moskow atas perang Ukraina.
            
                Lihat Juga: Hadapi Musuh Bersama, NATO dan UE Bentuk Gugus Tugas Baru
            (mas)","Selasa, 29 Oktober 2024 - 09:35 WIB",internasional
Hizbullah Luncurkan Gelombang Baru Serangan ke Israel dengan 19 Operasi,"BEIRUT - Hizbullah Lebanon mengumumkan para pejuang perlawanan Islam melaksanakan lima operasi di lokasi tentara rezim Zionis ditempatkan di selatan dan tenggara Israel. Serangan itu digelar untuk mendukung bangsa Palestina yang teguh di Jalur Gaza dan perlawanan mereka yang berani dan terhormat serta dalam membela Lebanon dan bangsanya.Dalam serangan terbaru ke Israel, Hizbullah secara akurat menyerang bagian timur kota Al-Khayyam dengan sejumlah roket dan mortir.Dalam tiga operasi lainnya, Hizbullah melakukan serangan rudal ke lokasi pangkalan militer tentara Zionis di pangkalan ""Jalul Alam"", permukiman ""Maalot Tarshiha"" dan permukiman ""Kafr Faradim"".Perlawanan Islam Lebanon juga menembakkan sejumlah besar rudal dan pesawat nirawak ke lokasi pasukan kolonial Zionis di kota Kafr Jaladi, Dalton, Al-Manara dan Zareit.Dalam operasi lainnya, Hizbullah menyerang tentara rezim Zionis yang ditempatkan di pangkalan angkatan laut ""Ras al-Naqoura"" dengan beberapa rudal.Sementara itu, falam pesan untuk memperingati kesyahidan Pemimpin Hizbullah Hassan Nasrallah, Hashem Safieddine dan komandan perlawanan lainnya, Kelompok Persahabatan Parlemen Iran-Lebanon pada Selasa mengucapkan selamat kepada Sheikh Naim Qassem atas pengangkatannya sebagai pembawa bendera Hizbullah.“Dalam pertempuran historis antara garis depan perlawanan melawan garis depan pendudukan dan penindasan Israel, Hizbullah Lebanon telah terlibat dalam konfrontasi dengan rezim Zionis untuk membela rakyat Palestina yang tertindas, terutama anak-anak dan wanita Gaza, dan dengan cara ini juga telah menanggung kerugian besar,” papar pernyataan kelompok itu.Kelompok itu menyatakan harapan Hizbullah akan melanjutkan perlawanannya dan berjuang untuk menghancurkan Israel, lebih kuat dari sebelumnya.Sambil memuji pengalaman bertahun-tahun Sheikh Qassem dan perannya yang berpengaruh dalam pembentukan dan stabilitas Hizbullah, disebutkan bahwa dia tidak diragukan lagi akan mengangkat posisi kelompok perlawanan dan meneruskan warisan syuhada Sayyed Hassan Nasrallah dan para komandan perlawanan yang mengorbankan nyawa mereka demi Lebanon dan al-Quds.Sheikh Qassem diangkat sebagai pemimpin baru Hizbullah dan menggantikan Hassan Nasrallah yang terbunuh dalam serangan udara Israel di Beirut pada akhir September.Dalam pernyataan pada hari Selasa, Hizbullah mengatakan pengangkatan Sheikh Qassem dilakukan dengan suara bulat dan dia dipilih untuk menduduki jabatan tersebut karena ""kepatuhannya terhadap prinsip dan tujuan Hizbullah.""
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            300.000 Warga Israel Terganggu Kesehatan Mentalnya sejak 7 Oktober 2023
                        
                    
                 
            
                Lihat Juga: Apakah Israel ingin Menginvasi Iran? Bisa Jadi, Tapi Sangat Berisiko
            (sya)","Rabu, 30 Oktober 2024 - 07:45 WIB",internasional
AS Khawatir Kapalnya di Pasifik Ditenggelamkan Rudal Hipersonik China,"WASHINGTON -  Amerika Serikat  (AS) khawatir kapal-kapalnya di Pasifik ditenggelamkan oleh rudal hipersonik  China. Dengan asalan itulah, kapal perang Washington akan dipersenjatai rudal pencegat Patriot untuk melawan ancaman Beijing. Kekhawatiran Washington tentang senjata hipersonik Beijing disampaikan dua pejabat senior pertahanan Amerika kepada Reuters.Menurut laporan Reuters, seorang pejabat industri pertahanan mengatakan menempatkan misil pencegat Patriot Advanced Capability-3 Missile Segment Enhancement (PAC-3 MSE) yang sangat lincah—yang selama ini digunakan terutama di AS oleh Angkatan Darat—di atas kapal Angkatan Laut mengantisipasi kemajuan dalam teknologi rudal China, termasuk penggunaan senjata hipersonik yang sangat bermanuver.
                
                    Baca Juga
                    
                        
                    
                        
                    
                        
                            Militer Indonesia Dikritik Ketinggalan Zaman saat Seteru Laut China Selatan Memanas
                        
                    
                 Mengintegrasikan rudal buatan Lockheed Martin itu dengan pertahanan udara kapal terjadi di tengah meningkatnya ketegangan di kawasan Indo-Pasifik saat China dengan cepat memodernisasi militernya.Pakar militer China mengatakan Amerika menggunakan dalih ancaman rudal China sebagai alasan untuk mengejar ""superioritas militer absolut"".Zhang Junshe, seorang pakar militer China, mengatakan kepada Global Times bahwa untuk memastikan keunggulan militer absolut terhadap lawan-lawannya, militer AS telah melakukan banyak upaya dalam beberapa tahun terakhir untuk mengembangkan berbagai sistem serangan dan pertahanan rudal. ""Sebelumnya, militer AS telah berupaya untuk mentransfer sistem rudal jelajah Tomahawk berbasis kapal ke darat, meningkatkan kemampuan serangan rudalnya terhadap negara-negara lain dari darat. Sekarang, mereka berupaya untuk menyebarkan sistem rudal berbasis darat di laut untuk meningkatkan kemampuan pertahanan udara rudal,"" kata Zhang.Namun, Zhang mencatat bahwa jika AS tidak memprovokasi perang, tidak ada negara yang akan mengambil inisiatif untuk menyerang kapal-kapal AS. 
            
                Lihat Juga: 5 Negara dengan Cadangan Titanium Terbanyak di Dunia","Senin, 28 Oktober 2024 - 10:27 WIB",internasional
